Time(ms),WT_avg_1050,WT+sem_1050,WT-sem_1050,P_avg_1050,P+sem_1050,P-sem_1050,EPN_avg_1050,EPN+sem_1050,EPN-sem_1050,Time_ms,WT_avg_10ms,WT+sem_10ms,WT-sem_10ms,P_avg_10ms,P+sem_10ms,P-sem_10ms,EPN_avg_10ms,EPN+sem_10ms,EPN-sem_10ms,Time_ms,WT_avg_dVdt,WT+sem_dVdt,WT-sem_dVdt,P_avg_dVdt,P+sem_dVdt,P-sem_dVdt,EPN_avg_dVdt,EPN+sem_dVdt,EPN-sem_dVdt,WT_RMP_mV,P_RMP_mV,EPN_RMP_mV,WT_Overshoot_mV,P_Overshoot_mV,EPN_Overshoot_mV,WT_Amplitude_mV,P_Amplitude_mV,EPN_Amplitude_mV,WT_APD_10-50_ms,P_APD_10-50_ms,EPN_APD_10-50_ms,WT_dVdtmax_V_per_s,P_dVdtmax_V_per_s,EPN_dVdtmax_V_per_s,WT_dVdtmin_V_per_s,P_dVdtmin_V_per_s,EPN_dVdtmin_V_per_s,WT_refractory_period,P_refractory_period,EPN_refractory_period
,,,,,,,,,,5.66,-69.81680891,-67.55886907,-72.07474876,-71.16595968,-69.71646098,-72.61545837,-69.6021286,-67.15199359,-72.05226362,5.66,-2.020238029,-0.631229929,-3.409246128,-1.303541462,1.715320854,-4.322403777,-1.915339726,0.898811488,-4.729490941,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.68,-69.44381629,-67.156951,-71.73068158,-71.13205126,-69.71645011,-72.54765241,-69.78523407,-67.28143769,-72.28903045,5.68,-1.774264006,-0.19550797,-3.353020041,3.16226522,6.460387385,-0.135856946,-2.177206914,1.055850712,-5.41026454,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.7,-69.71508323,-67.58985774,-71.84030872,-70.55560811,-69.16749754,-71.94371869,-69.6326458,-67.06841551,-72.19687608,5.7,-1.063560812,0.147538299,-2.274659924,4.560504966,8.065212073,1.05579786,-1.93380084,2.183873431,-6.051475112,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.72,-69.88462491,-67.63834741,-72.1309024,-70.79296705,-69.38184957,-72.20408454,-69.93782196,-67.26066184,-72.61498209,5.72,0.444022444,1.423583207,-0.535538319,1.887312545,4.679320483,-0.904695393,-1.003635587,2.125575199,-4.132846373,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.74,-69.54554155,-67.27880805,-71.81227506,-70.96250916,-69.50237926,-72.42263905,-69.69368095,-67.08254272,-72.30481919,5.74,1.161269546,2.392596557,-0.070057466,-0.523616572,1.230621602,-2.277854746,1.469222286,3.363927121,-0.425482548,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.76,-69.44381587,-67.24283794,-71.6447938,-71.030326,-69.61070723,-72.44994476,-69.69368095,-67.21723456,-72.17012735,5.76,0.340564847,1.575020655,-0.893890961,-0.730289254,0.41641755,-1.876996058,2.422091758,4.805639854,0.038543663,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.78,-69.95244175,-67.83489817,-72.06998532,-70.82687547,-69.3518167,-72.30193425,-69.54109306,-66.85144372,-72.2307424,5.78,-0.481807285,0.743103303,-1.706717873,-1.165330476,0.971717381,-3.302378334,-1.169113839,2.079668847,-4.417896524,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.8,-69.71508365,-67.53961092,-71.89055639,-70.58951653,-69.12936234,-72.04967072,-69.72419853,-66.95676718,-72.49162989,5.8,-0.935988262,0.511559074,-2.383535599,-3.756388949,-0.716180119,-6.79659778,-6.473154646,-2.866428208,-10.07988108,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.82,-69.54554113,-67.31915925,-71.771923,-71.030326,-69.6510443,-72.40960769,-70.33455009,-67.77785866,-72.89124153,5.82,-0.912734197,0.219409566,-2.04487796,-5.497154666,-2.446969524,-8.547339809,-6.648342967,-4.253606396,-9.043079538,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.84,-69.44381629,-67.30505582,-71.58257676,-70.72515021,-69.31155613,-72.1387443,-70.05989189,-67.28136655,-72.83841724,5.84,-0.783113908,0.28840347,-1.854631287,-3.995692578,-1.499072051,-6.492313105,-2.065067024,-0.659651701,-3.470482346,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.86,-69.68117481,-67.43105175,-71.93129786,-70.96250916,-69.55337887,-72.37163944,-70.02937431,-67.38292846,-72.67582017,5.86,-1.647049089,-0.427117147,-2.866981032,-1.083974315,-0.046311988,-2.121636642,0.769965273,2.391753144,-0.851822597,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.88,-70.02025901,-67.76224622,-72.2782718,-70.99641758,-69.60120634,-72.39162882,-70.05989227,-67.37196071,-72.74782384,5.88,-1.949499157,-0.783519196,-3.115479118,1.613153878,3.291828944,-0.065521187,1.684565592,3.598504878,-0.229373694,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.9,-69.61335839,-67.26815987,-71.95855691,-71.13205126,-69.6291672,-72.63493531,-69.81575127,-67.2596869,-72.37181563,5.9,-0.522876302,1.011043623,-2.056796228,2.905147142,5.187289949,0.623004335,1.60622406,4.00073752,-0.7882894,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.92,-69.64726596,-67.54183319,-71.75269873,-70.82687547,-69.39831859,-72.25543236,-69.75471611,-67.05950382,-72.4499284,5.92,0.937515467,2.682180596,-0.807149661,1.300667392,3.461727164,-0.86039238,-1.80525569,-0.259591338,-3.350920043,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.94,-69.74899165,-67.55005882,-71.94792448,-70.89469231,-69.46504429,-72.32434034,-70.21247978,-67.6497661,-72.77519346,5.94,0.511247284,1.642984113,-0.620489545,-2.224377029,-0.475859234,-3.972894825,-6.867688525,-5.027875464,-8.707501585,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.96,-69.44381629,-67.17782693,-71.70980565,-71.030326,-69.61638407,-72.44426792,-70.12092705,-67.49515657,-72.74669752,5.96,-2.276124199,-0.672298523,-3.879949876,-3.601325083,-2.221934943,-4.980715223,-8.623125255,-5.142233291,-12.10401722,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.98,-69.85071691,-67.61404676,-72.08738705,-70.92860074,-69.54836544,-72.30883603,-70.73127861,-68.36772486,-73.09483236,5.98,-3.680889246,-2.222235879,-5.139542612,-1.101734532,0.932393545,-3.135862609,-4.569754613,-1.070097883,-8.069411344,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6,-70.18980069,-68.02663384,-72.35296754,-70.99641758,-69.63569751,-72.35713764,-70.42610321,-68.01603361,-72.83617281,6,-1.067252095,-0.056306938,-2.078197251,1.557713747,3.135005828,-0.019578334,2.409688529,4.277704817,0.541672242,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.02,-69.85071733,-67.57809971,-72.12333495,-70.82687547,-69.40723119,-72.24651976,-70.21247978,-67.56987019,-72.85508937,6.02,1.482260384,2.736735188,0.22778558,1.497891915,4.347409108,-1.351625279,5.900242424,9.711907046,2.088577802,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.04,-69.64726639,-67.4287594,-71.86577338,-70.92860074,-69.52143074,-72.33577073,-69.96833916,-67.29396949,-72.64270883,6.04,1.373946402,2.496660319,0.251232485,0.530263058,2.050490838,-0.989964722,3.75730747,7.661202062,-0.146587122,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.06,-69.64726639,-67.43772655,-71.85680623,-70.89469231,-69.46367117,-72.32571346,-70.27351532,-67.88392052,-72.66311012,6.06,-0.064883841,0.617832101,-0.747599784,-0.68737634,1.374541923,-2.749294603,-0.449445081,2.860078632,-3.758968793,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.08,-70.02025943,-67.77786863,-72.26265024,-71.09814284,-69.84144081,-72.35484486,-70.1819622,-67.51996232,-72.84396209,6.08,-1.462731938,-0.499848443,-2.425615432,-2.357096965,0.463752882,-5.177946812,-2.705211997,-0.142471556,-5.267952438,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.1,-70.05416785,-67.79325771,-72.31507799,-70.99641758,-69.64265665,-72.3501785,-70.21247978,-67.53308958,-72.89186998,6.1,-1.281561838,0.38842163,-2.951545306,-2.451811473,0.745325219,-5.648948164,-2.831695879,-1.682820901,-3.980570856,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.12,-69.61335797,-67.4341036,-71.79261234,-70.82687547,-69.44392827,-72.20982268,-70.21247978,-67.67370757,-72.75125199,6.12,0.173301886,1.421048671,-1.074444898,-0.585416618,0.461105288,-1.631938525,-2.781227282,-1.336449691,-4.226004872,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.14,-69.98635017,-67.82374133,-72.148959,-71.16595968,-69.72417456,-72.60774479,-70.42610283,-67.90153702,-72.95066864,6.14,1.191139393,2.424669022,-0.042390235,1.169262648,3.628364529,-1.289839234,-2.750809246,-0.573554516,-4.928063976,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.16,-70.02025901,-67.75126971,-72.28924831,-70.92860074,-69.50256211,-72.35463936,-70.48713837,-67.94447506,-73.02980167,6.16,1.132348534,2.40007473,-0.135377662,0.702813069,3.21735424,-1.811728102,-2.067768657,-0.209218437,-3.926318877,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.18,-69.44381629,-67.19427733,-71.69335525,-70.89469231,-69.50749611,-72.28188852,-70.27351494,-67.69061024,-72.85641963,6.18,0.077161024,1.464711786,-1.310389738,-1.987358895,-0.058790207,-3.915927583,-1.301282859,1.004384441,-3.606950159,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.2,-69.71508323,-67.46413206,-71.9660344,-71.06423442,-69.68439479,-72.44407404,-70.70076141,-68.24492251,-73.15660032,6.2,-0.709525209,0.412161426,-1.831211844,-4.072795947,-1.872793232,-6.272798663,-0.546480474,2.647063007,-3.740023955,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.22,-69.78289964,-67.473952,-72.09184729,-71.1998681,-69.81509903,-72.58463716,-70.39558525,-67.89213952,-72.89903098,6.22,-0.798059414,0.249900948,-1.846019775,-3.320666552,-0.62128075,-6.020052353,0.540623757,3.197976508,-2.116728993,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.24,-70.12198469,-67.88248596,-72.36148343,-70.89469231,-69.43015503,-72.3592296,-70.42610283,-67.77210236,-73.0801033,6.24,-0.277762883,0.933237532,-1.488763298,-1.590506693,0.43139982,-3.612413205,0.270705134,2.559324253,-2.017913986,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.26,-69.95244217,-67.6440868,-72.26079754,-71.06423442,-69.62431102,-72.50415781,-70.39558525,-68.01929357,-72.77187693,6.26,1.285488198,2.38928838,0.181688017,-1.833264225,0.462237448,-4.128765898,-1.851814854,1.596008807,-5.299638515,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.28,-69.81680891,-67.70348169,-71.93013613,-71.1998681,-69.7836477,-72.61608849,-70.67024345,-68.07471037,-73.26577654,6.28,2.065257808,3.375136936,0.755378679,-3.338970747,1.18436701,-7.862308504,-4.486038589,-0.893163895,-8.078913284,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.3,-69.78290007,-67.55057534,-72.01522479,-71.30159336,-69.92970534,-72.67348137,-70.73127861,-68.21457994,-73.24797728,6.3,0.54145805,2.034418406,-0.951502305,-3.01282384,0.911673253,-6.937320933,-6.145198309,-3.227348413,-9.063048206,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.32,-69.74899165,-67.44637152,-72.05161177,-71.26768494,-69.84144285,-72.69392703,-70.82283173,-68.25050781,-73.39515565,6.32,-0.974850064,0.37582151,-2.325521639,0.260905345,2.329166137,-1.807355446,-4.666358936,-1.842847384,-7.489870488,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.34,-69.88462491,-67.73397775,-72.03527206,-70.89469231,-69.53162917,-72.25775546,-70.88386688,-68.46263418,-73.30509958,6.34,-0.786126806,0.071656436,-1.643910047,3.327029288,5.910115473,0.743943103,-0.367042482,2.729714667,-3.463799631,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.36,-69.81680849,-67.61769126,-72.01592572,-71.09814284,-69.82844413,-72.36784154,-70.51765556,-68.0226874,-73.01262373,6.36,-0.240154101,0.783654145,-1.263962347,3.556740244,6.508980808,0.60449968,2.162132728,5.037397117,-0.713131661,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.38,-69.95244217,-67.63815225,-72.26673208,-71.5389523,-70.15237951,-72.92552508,-70.73127861,-68.13246619,-73.33009103,6.38,-0.171962943,1.352384848,-1.696310735,2.596356597,4.552874731,0.639838463,0.355742441,2.35237673,-1.640891848,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.4,-69.64726681,-67.30647394,-71.98805969,-71.09814284,-69.65497617,-72.5413095,-70.63972626,-68.09932756,-73.18012495,6.4,-0.416550322,0.842251476,-1.67535212,1.388750777,3.007094818,-0.229593264,-2.32293036,0.111816681,-4.757677401,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.42,-69.85071648,-67.64949185,-72.05194112,-71.06423442,-69.66382091,-72.46464792,-71.00593681,-68.5239643,-73.48790932,6.42,-0.33659982,0.508171313,-1.181370953,-0.700373441,1.891016913,-3.291763796,-2.630119299,1.059986752,-6.32022535,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.44,-70.15589227,-67.95600123,-72.3557833,-71.030326,-69.72692274,-72.33372925,-70.8533493,-68.32655987,-73.38013874,6.44,0.266165336,1.049475349,-0.517144677,-1.886191143,0.579276247,-4.351658533,-0.513023887,2.452605433,-3.478653207,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.46,-69.78290049,-67.4924617,-72.07333929,-71.06423442,-69.74049941,-72.38796942,-71.00593719,-68.61243544,-73.39943895,6.46,-0.380792427,0.656227498,-1.417812351,-0.920283777,0.520846424,-2.361413978,3.264867884,5.798157624,0.731578143,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.48,-69.61335797,-67.31778437,-71.90893156,-71.13205126,-69.84626697,-72.41783555,-70.45662079,-67.97188937,-72.94135221,6.48,-2.26075943,-0.865605539,-3.655913321,0.287697769,1.571162721,-0.995767183,6.03764919,8.351157007,3.724141374,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.5,-70.15589227,-67.97360072,-72.33818381,-70.72515021,-69.48983118,-71.96046925,-70.33455009,-67.72060119,-72.94849899,6.5,-3.029719773,-1.80296097,-4.256478577,-0.059811781,1.769501968,-1.889125529,3.137260032,7.141014034,-0.866493971,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.52,-69.95244259,-67.65859552,-72.24628967,-71.13205126,-69.86202239,-72.40208012,-70.70076103,-68.12192219,-73.27959987,6.52,-2.356787061,-0.985072001,-3.72850212,-1.321779811,0.755102653,-3.398662274,-2.632182452,0.728498533,-5.992863437,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.54,-70.22370911,-67.89082228,-72.55659593,-71.030326,-69.77365601,-72.28699598,-70.97541962,-68.41537033,-73.53546891,6.54,-0.670207534,0.769008346,-2.109423413,-2.361217797,-0.649496405,-4.072939189,-2.614729869,-0.340337665,-4.889122074,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.56,-69.78290007,-67.62478737,-71.94101277,-71.030326,-69.8422986,-72.21835339,-70.73127899,-68.13665088,-73.3259071,6.56,0.513668418,1.498014688,-0.470677852,-2.415120934,-1.081313051,-3.748928818,1.922419244,4.576864186,-0.732025698,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.58,-70.02025901,-67.73923137,-72.30128665,-71.40331862,-70.08382676,-72.72281047,-70.24299736,-67.55451602,-72.9314787,6.58,0.116420026,0.698964305,-0.466124252,-1.336926036,1.453204112,-4.127056185,2.07432974,3.854065797,0.294593683,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.6,-70.05416743,-67.76504127,-72.34329359,-71.23377652,-69.79076496,-72.67678808,-70.79231415,-68.37235729,-73.21227101,6.6,0.584302266,1.552378867,-0.383774334,-1.729047262,2.196191288,-5.654285812,-1.644590789,0.849555812,-4.13873739,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.62,-69.71508323,-67.47444231,-71.95572414,-71.16595968,-69.77146962,-72.56044973,-70.6092083,-68.01562983,-73.20278677,6.62,1.428483506,2.374831561,0.482135452,-4.21551812,-1.810369069,-6.620667171,-2.20012536,-0.063590689,-4.336660032,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.64,-70.05416701,-67.84134338,-72.26699063,-71.33550178,-70.04434472,-72.62665884,-70.73127861,-68.24524619,-73.21731103,6.64,0.160024256,1.2819983,-0.961949789,-4.504366153,-3.021967819,-5.986764487,-0.543575352,1.355730331,-2.442881036,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.66,-69.95244175,-67.65328704,-72.25159645,-71.26768494,-69.92433092,-72.61103895,-70.5786911,-67.9541775,-73.2032047,6.66,-1.656302796,-0.480754382,-2.831851211,-1.974150088,0.311834215,-4.260134391,-1.649906725,1.057138934,-4.356952384,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.68,-70.22370995,-67.92498807,-72.52243184,-71.33550178,-70.02332628,-72.64767728,-71.03645439,-68.40714841,-73.66576038,6.68,-1.692958779,-0.671431866,-2.714485691,-0.732355277,1.517931837,-2.98264239,-4.58635205,-1.702618091,-7.47008601,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.7,-69.85071648,-67.52379751,-72.17763546,-71.3694102,-70.14547868,-72.59334172,-70.94490204,-68.36216558,-73.52763849,6.7,-0.029256384,0.89305662,-0.951569387,0.13028399,2.078286246,-1.817718266,-4.624266151,-2.032762366,-7.215769935,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.72,-70.39325121,-68.29785102,-72.48865139,-71.5389523,-70.29113275,-72.78677184,-71.2805954,-68.65985353,-73.90133727,6.72,2.22674423,3.073621505,1.379866955,3.432470116,5.006878447,1.858061785,-0.780162883,1.891698771,-3.452024536,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.74,-69.91853417,-67.60872769,-72.22834065,-71.09814284,-69.73624297,-72.4600427,-70.85334892,-68.23998387,-73.46671398,6.74,3.187976831,4.673639094,1.702314567,5.300246007,8.111055664,2.48943635,3.327129781,5.587295544,1.066964019,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.76,-69.91853333,-67.56805322,-72.26901343,-70.92860074,-69.49676806,-72.36043341,-70.67024345,-68.11578824,-73.22469867,6.76,2.414014942,3.66419483,1.163835055,2.386751824,5.570420112,-0.796916464,4.39503049,6.725383203,2.064677776,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.78,-69.74899165,-67.50988647,-71.98809683,-71.16595968,-69.86333979,-72.46857956,-70.76179657,-68.10941432,-73.41417882,6.78,0.995696379,2.191571597,-0.200178839,-0.592764543,1.910698261,-3.096227348,3.023862302,6.649027282,-0.601302678,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.8,-69.91853375,-67.70001859,-72.13704891,-71.40331862,-69.89899422,-72.90764302,-70.67024345,-68.02558706,-73.31489984,6.8,-0.425523361,1.430000573,-2.281047294,-0.84015829,0.893091201,-2.573407782,0.495269585,3.70524851,-2.714709341,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.82,-69.95244175,-67.6338016,-72.27108189,-71.30159336,-69.88795078,-72.71523593,-70.67024384,-68.00568333,-73.33480435,6.82,-0.604278213,1.041171388,-2.249727815,-1.968118265,0.040628495,-3.976865025,-2.475223255,0.55703457,-5.507481081,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.84,-69.47772429,-67.17946336,-71.77598522,-71.40331862,-70.10735236,-72.69928487,-70.76179657,-68.27595366,-73.24763948,6.84,-0.481528405,0.755845991,-1.7189028,-3.236019267,-0.95065852,-5.521380015,-4.344207597,-1.546135773,-7.14227942,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.86,-69.85071648,-67.70188974,-71.99954323,-71.47113546,-70.23628093,-72.70598998,-71.00593719,-68.37965883,-73.63221556,6.86,-0.939942718,0.506157628,-2.386043063,-0.932088766,1.240764777,-3.104942309,-4.330616009,-2.856713336,-5.804518682,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.88,-69.95244175,-67.71451525,-72.19036824,-71.43722704,-69.9285283,-72.94592577,-71.00593719,-68.40153928,-73.61033511,6.88,-0.355115533,1.078319251,-1.788550316,2.201082786,4.860324361,-0.458158789,-3.142924637,-1.458778785,-4.827070488,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.9,-69.71508323,-67.39573293,-72.03443353,-71.40331862,-69.92550336,-72.88113388,-71.21956024,-68.6653196,-73.77380089,6.9,-0.09836177,1.307756235,-1.504479775,2.383391619,4.502472767,0.26431047,-1.296135393,0.985947444,-3.578218229,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.92,-69.91853333,-67.71248647,-72.12458018,-71.1998681,-69.75586844,-72.64386775,-70.91438408,-68.34700562,-73.48176254,6.92,-0.679391913,0.689978373,-2.048762199,0.296788169,2.390662144,-1.797085805,0.851686978,3.679241778,-1.975867821,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.94,-70.12198385,-67.9049873,-72.3389804,-70.99641758,-69.59533737,-72.39749778,-71.12800713,-68.31035902,-73.94565523,6.94,-0.305654259,0.564840858,-1.176149377,-3.208507684,-0.690850207,-5.72616516,1.522673899,4.162531778,-1.11718398,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.96,-69.74899207,-67.45277806,-72.04520609,-71.26768494,-69.93755979,-72.59781008,-70.8838665,-68.33868947,-73.42904353,6.96,-0.267170941,0.771301568,-1.305643449,-6.04276677,-4.079196727,-8.006336812,0.058062881,3.173879363,-3.0577536,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.98,-70.05416701,-67.78480856,-72.32352545,-71.47113546,-70.12624807,-72.81602285,-70.97541962,-68.22663316,-73.72420608,6.98,-0.657349421,0.902345164,-2.217044006,-4.398881094,-2.138316091,-6.659446098,-0.918577182,2.373324082,-4.210478447,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,-69.98635059,-67.78328988,-72.1894113,-71.43722704,-70.10432098,-72.7701331,-71.25007782,-68.86560249,-73.63455315,7,-0.200663068,1.006379096,-1.407705231,0.039011209,1.53461525,-1.456592833,0.518595537,3.832138914,-2.79494784,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.02,-69.91853333,-67.66280473,-72.17426192,-71.47113546,-70.11178076,-72.83049016,-70.73127899,-67.9496826,-73.51287538,7.02,0.746782468,2.566688889,-1.073123952,1.167547534,2.608805964,-0.273710896,1.953180654,4.920225236,-1.013863927,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.04,-70.22370911,-67.81520884,-72.63220937,-71.5389523,-70.12347583,-72.95442877,-70.82283134,-68.20209707,-73.44356562,7.04,1.841187649,3.633421592,0.048953707,-0.595939254,2.33916711,-3.531045617,-0.001951337,2.127750156,-2.13165283,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.06,-69.37599903,-67.08277593,-71.66922212,-71.91194492,-70.43384119,-73.39004865,-70.73127899,-68.04992124,-73.41263675,7.06,1.16331815,1.956808646,0.369827655,0.397626652,3.6474991,-2.852245795,-4.533062443,-1.719925716,-7.34619917,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.08,-69.98635017,-67.73963353,-72.2330668,-71.43722704,-70.03023746,-72.84421662,-71.31111298,-68.78305258,-73.83917337,7.08,-0.500141111,0.904103256,-1.904385478,3.588785569,7.916952177,-0.739381039,-7.187213755,-3.936002876,-10.43842463,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.1,-70.25761795,-67.92863869,-72.58659721,-71.40331862,-70.0416434,-72.76499384,-71.52473602,-69.00463133,-74.04484071,7.1,0.14109332,2.139792542,-1.857605901,3.527786672,8.057323936,-1.001750592,-4.964953613,-2.502629656,-7.427277571,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.12,-69.71508323,-67.34709005,-72.08307641,-71.3694102,-70.02204276,-72.71677764,-71.2805954,-68.601039,-73.9601518,7.12,1.015762965,2.423733954,-0.392208024,0.190896336,2.581298119,-2.199505447,-0.451165807,1.178219674,-2.080551289,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.14,-69.85071606,-67.63298976,-72.06844236,-71.7084944,-70.36496848,-73.05202031,-71.18904266,-68.57398948,-73.80409584,7.14,-0.119067411,1.151855725,-1.389990546,-2.164705695,-0.164723437,-4.164687952,2.174558897,4.410007536,-0.060889741,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.16,-70.08807585,-67.82405062,-72.35210108,-71.06423442,-69.72008389,-72.40838494,-71.43318329,-68.77872072,-74.08764586,7.16,-1.491087135,-0.415032774,-2.567141497,-2.986118783,-1.586794114,-4.385443451,2.690981543,5.560518121,-0.178555035,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.18,-69.88462533,-67.55309136,-72.2161593,-71.64067756,-70.34125285,-72.94010227,-71.00593719,-68.41530646,-73.59656793,7.18,-1.363058309,-0.436901287,-2.28921533,-3.180596611,-1.718131865,-4.643061357,3.006912136,5.916373037,0.097451236,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.2,-69.95244175,-67.59780355,-72.30707994,-71.81021966,-70.44605772,-73.1743816,-71.18904266,-68.51050635,-73.86757897,7.2,0.612015246,1.656036627,-0.432006135,-0.667422069,0.942834659,-2.277678798,3.600318635,7.520160441,-0.319523172,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.22,-69.68117438,-67.38094931,-71.98139946,-71.5389523,-70.23092782,-72.84697677,-71.00593719,-68.30943433,-73.70244006,7.22,1.172873259,2.455658266,-0.109911748,2.875149674,4.490466329,1.259833019,3.580579937,7.383124613,-0.22196474,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.24,-69.85071691,-67.62103975,-72.08039407,-71.26768494,-69.84081754,-72.69455233,-70.91438446,-68.2400793,-73.58868962,7.24,-0.443615148,0.75656496,-1.643795257,2.547062755,4.440574081,0.653551429,1.745324337,4.653502967,-1.162854292,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.26,-70.32543437,-67.88564956,-72.76521917,-71.33550178,-69.95015066,-72.72085289,-70.85334892,-68.26297331,-73.44372453,7.26,0.088099413,1.385297682,-1.209098857,-1.339229776,0.505686042,-3.184145594,-1.690755606,2.55663436,-5.938145571,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.28,-69.54554113,-67.22950106,-71.8615812,-71.8780365,-70.48571564,-73.27035736,-70.8838665,-68.23472923,-73.53300377,7.28,2.120673988,4.067140724,0.174207252,-3.037086421,-1.215284224,-4.858888617,-5.115954868,-2.531995448,-7.699914289,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.3,-69.85071606,-67.61317424,-72.08825789,-71.64067756,-70.21270611,-73.06864901,-71.37214813,-68.78492857,-73.9593677,7.3,2.647539695,4.316307935,0.978771455,-0.471299979,1.311881605,-2.254481564,-6.815228128,-3.593797341,-10.03665892,,,,,,,,,,,,,,,,,,,,,
